Student ID,Group 1,Group 2,Group 3,Group 4,Group 5,Group 6,Group 7,Group 8,Group 9,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 19,Group 20,Group 21,Group 22,Group 23,Group 24,Group 25,Group 26,Group 27,Group 28,Group 29,Group 30,Group 31,Group 32,Group 33,Group 34,Group 35,Group 36,Group 37,Group 38,Group 39,Group 40,Group 41,Group 42,Group 43,Group 44,Group 45,Group 46,Group 47,Group 48,Group 49,Group 50,Group 51,Group 52,Group 53,Group 54,Group 55,Group 56,Group 57,Group 58,Group 59
1995 Oct,184.2,88.6,76.9,68,56.1,8.7,7.9,269.9,5.3,5.4,11.7,20.8,29.9,12.5,16.5,9.4,9.8,72.4,58.1,62,34.5,43.6,209.9,16.1,215.2,202.5,246,89.6,90.2,52.7,98.3,90.5,48.9,20.2,50.4,194.3,111,305.3,448.4,148.7,203,230.2,67.4,140,98.5,73.1,81.9,24,85.4,47.9,202,61.4,14,5.4,2.8,25.4,8.5,8.1,3.1
1995 Nov,192,96,80.5,71,60.7,9.4,8.7,288.8,5.8,5.5,11.9,21,32.6,12.1,15,10.1,10.9,64,56.8,63.4,38.6,38.9,220.1,18.2,246.7,205.7,256.8,85,104.1,55.5,104.1,99.2,54.4,22.4,51.8,208.1,117.5,325.6,462.5,155.8,246.8,240.4,64.3,136.4,104.9,78.8,91.7,24.5,89.7,51,211.9,65.3,13.9,5.7,3.1,26.1,8.8,8.4,3.6
1995 Dec,219.4,106.2,93.6,98,77.3,11.1,10.3,358.2,6.7,6,13.9,27.1,47.5,13.1,15.3,13.3,15.2,72.2,64.8,80.7,42.4,41.2,246.4,24.7,340,223.9,297.4,95.5,108.4,99,152.2,120.4,73.8,32.8,79.9,305.3,166.8,472.1,521.3,232.1,436.7,259.4,71.7,151.1,133.5,84.7,125,40.9,128.1,54.2,270.4,87.2,20.8,9.5,4.9,33.8,12.5,13.1,5.8
1996 Jan,168,89.5,76,90.9,61.2,10.7,6.5,301,4.8,5.4,11,21.6,29.3,9.6,12,10,9.2,60.6,44,60.2,31.3,37.2,225,17.9,238,231.9,259,85.6,95.9,55.7,96.1,96.3,48.5,20.1,45.6,204.9,108.5,313.4,490.8,141.7,187.4,239.1,70,143.2,92.5,68.3,80.9,26.4,81.2,49.2,185,54.9,13.3,5.1,2.9,24.8,9.3,7.9,3.3
1996 Feb,166.6,90.2,77.3,74.5,53.6,10.9,7,277.8,4.6,5.5,9.2,20.9,24.6,9.8,12.9,9.3,8.6,57.6,42.3,54.3,29.9,33.4,202.1,17.7,227.5,210.1,251.8,77.9,87.8,50,75.4,83.6,47.1,18.4,42.2,179.8,107.7,287.6,461.9,117.6,169.2,219,61.3,131.2,76.8,65.9,80.9,23,70.4,44.5,177.6,47.4,12.8,4.6,2.9,21.7,7.8,6.8,2.9
1996 Mar,170.2,94.9,76.8,68.8,52.1,8.9,7.8,275.7,5.1,5.5,10,21.9,26.3,10.1,14.7,9.6,9.9,59.1,41,56.6,30.7,38.3,206.9,18.6,253.3,221.6,258.6,81.7,97.1,54.6,89.2,84.3,51.8,19.6,46.5,191.8,111,302.8,480.2,135.7,189.4,238.4,70.9,141.2,80.9,69.4,73.7,23.4,76.9,44.4,171.3,53.5,14.8,5.2,3.2,23.9,8.7,8.1,3
1996 Apr,163.3,85.7,82.2,63.2,48,7.5,6.3,254.1,5.7,5.9,10.3,24.2,26.3,8.7,13.7,9.4,10.8,60.1,43,56.4,31.5,36.1,225.5,16.3,235.9,215.9,248.3,78.8,96,54.8,103.9,93.5,45.6,19.5,47.3,210.3,108.5,318.8,464.2,151.2,220.1,236.4,56.3,140.4,81.7,65.9,72.9,26.5,85.7,41.6,172.3,59.2,15.8,5.4,3.2,24.6,9.8,9.1,3.5
1996 May,167.9,89.7,80,67.3,48.9,7.8,6.8,264.8,6.1,6.2,10.8,24.7,25.6,10.4,14.6,11.1,10.5,58.9,43.6,57.5,31.3,34.8,214.2,16.7,262.3,211.3,236.5,84.6,98.7,56.5,103.1,86.6,52.6,19.5,49.8,221.3,112.2,333.5,447.8,152.8,224.2,235.6,65.5,137,94.9,70.6,82.5,31.7,99.6,42.6,183.6,67.9,17.1,5.5,3.2,24.7,9,9.3,3.4
1996 Jun,174.3,86.8,75.9,63.5,48.7,7.3,6,253.8,5.8,5.9,10.9,23.4,24.8,11,13.6,10.5,9.5,56.4,40.5,52.1,31.9,36.4,214.9,15.4,262.6,202.7,229.2,83.8,98,55.4,95.8,87.2,49.2,19.4,46,201.2,107.9,309.1,431.9,141.8,213.3,225.8,68.2,127.9,86.4,68.7,87.5,30.7,95.6,38.6,180.1,64.9,14.9,4.7,3.2,24.3,9.1,8.8,3.4
1996 Jul,169.1,87.9,78.5,65.2,45.8,7.3,5.1,256.2,5.9,6.8,10.4,24.1,25,9.6,13.2,10.6,9.6,57,48.7,46,27.8,37.1,235.2,18.1,262.2,201.7,233.3,92.6,101,54.9,95.3,94.7,50.8,19,46.8,216.2,121.9,338.1,434.9,142,203.4,229.9,70.3,128.9,86.5,62.9,102.3,28.5,90.2,43,197,61.7,14.3,4.7,3.1,25.1,10.6,9,3.6
1996 Aug,173.1,96.7,79.7,67.5,43.9,7.5,5.4,265.3,6,7,10.9,23.7,20.7,10,13.9,11.2,9.5,59,54.7,51.2,28.7,38.5,227.2,17.7,251.6,206.4,240,94,98.6,57.1,85.8,90.4,48.3,18.9,47.4,200,121.4,321.4,446.4,133.2,199.7,228.8,66.9,130.2,88.4,64.9,98.4,26.1,84,39,204.3,57.8,13.6,4.8,3.4,26,10.4,8.1,3.6
1996 Sep,164.1,93.6,76.2,62.7,39.1,6.7,4.7,248.2,6,6.7,11.1,22.6,19.8,9.9,13.9,10.6,8.5,55.6,46.3,49.1,29.6,33.8,226.9,16.2,238,197.7,224.6,86.9,95.7,55.9,85.2,91.5,45.2,19.2,46,193.8,122.8,316.6,422.3,131.2,186.2,219.2,67.4,123.5,93.6,66,86.2,25.7,78.2,37.9,181.5,52.5,14,4.9,3.3,27.3,11.5,8.7,4
1996 Oct,178.5,92.3,78.6,70.4,39.1,7.1,4.5,256.7,6.6,6.6,11.4,22.6,20.5,14.9,15,11.6,9.5,56.8,57.9,54.3,25.9,36.1,234.5,17.9,244.8,213.9,229.5,102,99.3,69.1,100.7,93.5,41.7,20.5,57.4,206.6,126.7,333.3,443.4,158.1,203.9,225.5,69.1,126.2,98,62,110.1,30.7,92,40.5,222.3,61.3,14.1,5.4,3.5,27.9,10.7,8.9,3.9
1996 Nov,172.1,99.1,83.8,71.3,39,7.6,4.9,263.6,7,6.6,12.8,20.8,20.3,15.3,16,11.9,10.9,55.9,54.7,54.8,28.3,37.1,225,18.4,249.8,208.1,226.9,93.4,102.3,75.4,95.5,91,43.8,22.1,58.4,210.6,130.7,341.3,435,153.9,250.8,233.3,70.4,130.9,95,62.3,113.9,30.8,91.1,41.1,223.5,60.3,14.9,6,3.7,31.5,12.1,8.1,4.9
1996 Dec,188.8,118.9,96.5,104.5,47,10,9.7,338.9,7.9,7,13.6,23.4,29.8,17.8,15.1,14.6,16,65.3,53,68,37.2,40.6,237.5,22.9,351.5,222.1,249.5,102,116.8,118.3,137.2,95.8,62.7,35.6,86.1,307.2,187.5,494.7,471.6,223.3,442.4,254.6,77.5,137.9,128.9,76.1,146.4,40.7,123.9,48.2,267.4,83.2,21.7,9.5,5.9,40.2,19,12.4,8
1997 Jan,165.1,91,77.6,76.4,46.3,9.1,6.7,265.2,6.2,4.3,12,18.6,20.4,12.2,13.6,12.4,8.9,60.1,54.1,51.9,28.8,32.9,245,14.8,227.5,225,224.6,95.6,100.2,56.7,93.5,103,40,20.1,54,202.5,132.5,334.9,449.6,147.5,197.4,242.1,69.9,141.9,83.3,64,122.2,28.6,83.6,45.3,228.2,55,10.1,4.6,3.2,30.6,12.3,7,4
1997 Feb,149.5,93.2,70.1,67.3,40.9,9.7,6.1,250.8,5.9,4,11.3,17.7,15.5,12,13.5,11,7.5,56.4,48.5,46.2,28.1,28.9,208.3,13.7,236.5,192.5,213.2,88.1,88.6,55.7,70.1,85.1,41.9,17,48.7,166.8,110.2,277,405.6,118.8,171.9,216.1,60.5,127.5,67,60.8,106,24.9,70.3,43.1,200.6,45.4,8.8,4.1,3.2,27.5,11.3,6.4,3.4
1997 Mar,161,98.6,77,69.9,39.2,7.6,7.2,257.8,5.9,4.2,12,17.6,19.3,11.1,12.8,11.9,9.2,59.5,47.6,49.3,26.6,30.5,220.8,15.6,235.4,214.6,224.4,88.8,114.4,61.3,87.9,89.4,40,18,51.7,174.4,121.6,296,439,139.6,214.3,249.9,59.2,135.6,70.9,62.6,104.4,24.9,76.3,43,201.3,51.3,9.6,4.3,3.5,28.4,11,7.1,3.8
1997 Apr,165.3,92.8,79.8,73.2,41.8,8.4,6.5,260.4,6.4,4,11.1,20,25.2,13.7,13.6,13,9.5,68.7,56.3,49.5,25.8,33.4,227.6,14.9,223.3,207,215.8,97,108.9,61.9,107.2,93.3,43.4,20,58,200.5,120.4,320.9,422.8,165.1,212.6,250.8,59.6,142,80.6,61.5,108.9,30,81.3,36.7,214.6,51.3,10.8,5.3,3.3,29,12.6,8.6,4.2
1997 May,165.1,97.7,84,67.7,43.2,8.5,7.4,263.6,6.7,4.2,11.8,20.7,25.8,15.5,15,14.2,9.6,70.1,56.1,46.9,25.9,37,241.9,15.7,261.4,210.6,221.3,102.5,108.3,64.3,104,97.2,44.3,18.7,59.6,228.1,127.4,355.5,431.9,163.6,241,252.7,61.9,144.3,100.5,62.2,120.9,30,89.1,36.8,223.8,59.1,10.3,4.8,3.4,30.8,13.2,9.7,4.4
1997 Jun,161.4,90.1,77.1,64,40.9,8,6.8,247.7,6.6,3.9,12.5,19.9,23.1,15.5,13,12.8,8.4,67.6,56,43.7,24.4,36.4,235.1,14.5,257,198.3,207.9,99.9,100.7,63.4,90.2,91.6,42.2,17.4,52.3,200.5,120.9,321.4,406.2,142.5,200.4,235.8,58,135.1,89.4,58.8,110.1,26.9,73.1,35,209.9,46.2,10.3,4.6,3.3,31.6,14.5,7.9,4.4
1997 Jul,201.3,89,85.1,64.8,45.1,10.2,7.9,257.1,8.5,4.4,13.9,20.9,26.8,14,14.7,13.7,9.5,70.4,51.8,51.5,27.4,39.5,252.4,16,254.3,207,218.7,107,108.5,67.3,98.7,100.9,48.6,18.6,58.7,207.7,126.8,334.5,425.7,157.4,226.3,237.5,66.1,129.1,91.5,67,112.9,28.1,71.2,39.6,216.2,43.1,12.4,5.2,3.1,34.8,15.6,8.9,4.2
1997 Aug,201,91.1,83.3,67.4,46.4,9.5,7.4,262.1,8.2,4.3,12.9,20.6,22.1,12.8,12.4,13.7,8.6,71.4,48.6,54.6,29.7,39.1,251.2,16.3,234.5,209,227.7,106.1,113.8,68.1,89.6,104.6,46.9,18.3,58,185.2,122.4,307.6,436.7,147.6,198.2,237.8,57.7,124,94.9,68.3,114.9,27.2,66,40.3,218,38.8,12.3,4.6,3,32.5,14,8.1,3.8
1997 Sep,200.3,93.9,82.6,68,44,9.8,7.1,262.6,7.9,4,12.2,20.6,22.2,12.4,12.8,14.1,8.9,71.3,49.4,60.6,27.7,40.1,240.3,15.9,226.1,211.2,222.9,106.9,110.3,72,94.7,94.9,46.6,19.8,59.8,195.9,124.5,320.5,434,154.5,226.6,235,58.6,124.7,108.3,66.6,114.9,31.3,68.4,41.5,224.9,37.2,11.7,4.9,3,31.9,13.6,7.5,4.1
1997 Oct,207.4,91.4,90.2,72.5,45.6,9.6,6.7,265.6,8.5,4.8,13.2,21.4,26.3,13.7,14,14.6,9.5,67,57.9,66.7,28.4,48,272.8,14.7,231.8,215.9,227.6,125.6,120.6,79.5,101.3,110.2,48.4,22.9,66.4,199.7,139.8,339.5,443.6,167.6,232.6,243.4,72.2,122.7,118.6,67.2,114.8,34,78.3,47.2,239.4,44.3,13.1,5.6,3.3,35.6,15.2,7.4,4.3
1997 Nov,204.7,94.4,86.2,71.6,43.3,9.9,6.8,264.9,8.5,4.7,13.7,20.5,27.2,14.4,13.9,14.6,10.3,64.3,60.2,68.6,30.2,47.3,254.5,14.5,227.9,210.1,237.8,117.1,115.9,85.8,108.2,103.2,49.7,25.3,66.7,211,144.6,355.6,447.8,175,272.3,238.5,72.6,122.6,116.7,69.6,119.5,33,76.3,44.7,248.3,43.3,13.5,6.2,3.4,36.6,15.2,7.7,4.7
1997 Dec,240.8,118.3,103.2,103.2,50.9,13.7,10.2,345.6,10.6,5.5,16.7,27,36,19.1,13.2,17.1,16.2,74.7,60,83.9,34.4,50.3,291.3,18.4,344,225.3,257.9,128.1,133.2,128.5,151.1,118.8,73.5,39.1,98.2,317.1,204.8,521.9,483.2,249.4,465.3,264.3,79.4,131.1,155.2,78.4,154.9,47.6,110.1,51.8,298.8,62.4,21.1,10.9,5.5,49.6,23.7,11.9,7.7
1998 Jan,233.7,89.1,85,75,46.1,10.8,5.5,265.4,8,4.5,11.1,20,25.3,11.4,12.4,14.2,8.7,64,65.3,71.6,23.6,45.3,263.9,15.2,243,215.1,225,118.5,116.6,68.2,92.8,98.5,52.4,21.7,63.6,189,133,322,440.1,156.4,214.2,241.5,68.3,124.9,116.4,66.7,107.4,32.7,76.7,42.5,244.3,44,10.4,4.7,2.9,31.9,14.4,6.3,3.8
1998 Feb,207.8,89.3,81.9,67.6,41.4,11.2,5.9,252.1,7.8,4,11.4,18.9,19,11.4,12.5,13.2,8.2,56.9,53.5,63.2,23.2,39.2,231.1,13.9,213.7,191.2,188.6,111.9,103.3,60.3,82.8,86.5,44.8,17.9,55.3,159.6,112.4,272,379.9,138,174.2,218,60.9,114.6,94.7,62.9,90.6,28,63.9,40.2,207.4,35.9,10.8,4.1,2.9,29,11.9,5.6,3.5
1998 Mar,214,97.1,86.8,72.6,41.6,10.2,7.7,267.8,9,4.4,11.8,18.4,25.2,12,13.9,14.6,8.8,61.4,57.6,64.8,24.9,39,247.2,16.1,244.7,198,208.5,117.1,125.9,62.3,102.8,92,51.9,21.5,64.2,175.6,115,290.6,406.5,166.9,208.9,245.4,68.1,119.5,98.5,68.1,108.5,28.6,68.5,41,230.9,39.9,11.5,4.5,3.2,31,13.1,6.3,3.9
1998 Apr,218.9,86.4,86.8,61.7,46.2,9.7,5.8,246.2,9,4,9.6,19.5,30,12.5,13.7,13.4,10.4,61.8,59,67.5,27.5,39.2,255.3,14,231.2,172.3,198.7,109.1,127.1,67.1,122.2,99.6,46.5,21.2,67.6,202.3,128.2,330.5,370.9,189.9,245.8,235.8,67.9,108.8,102.9,69.9,99.1,26.5,68.8,39.9,225.6,42.3,12.1,4.3,3.2,29.3,13.7,7.8,4.5
1998 May,219.3,90.8,84.4,61.7,48.6,10,6.9,256.3,9.5,3.9,12,20.3,30.7,12.6,14.4,14.1,10.4,63.7,66.3,66.3,27.7,42.7,261.2,15.1,242.7,167.1,228.2,122.4,129.9,65.1,128.7,99.9,51.7,20.5,65.4,236.7,130.9,367.6,395.4,194.1,238.2,240.2,70.7,110.3,114.9,68.7,96.1,28.1,74.1,40.6,228.7,46,11.9,4,3.4,31.4,13.6,9.1,4.3
1998 Jun,212.4,89.4,84.6,59,48.8,9.2,7.1,251.6,9.3,3.9,10.6,19.2,28.7,12.8,13.8,13.5,9.6,58.5,68.6,61.8,25.3,45.1,251.1,15.7,243.4,169.2,207.1,120.7,121.8,66.5,119.7,100.7,50.5,20.4,61,203.8,123.2,327,376.3,180.8,211,226.9,73.1,105.1,120,64.6,107,28.2,70.7,39.3,237.3,42.5,12.6,4.3,3,29.4,13.2,7.7,4.2
1998 Jul,216.7,85.9,95.5,67.1,48.4,8.1,7.8,256,9.3,5.2,13.2,19.8,28.9,13,12.8,15.9,9.1,64.8,58.5,62.2,26.8,35.8,260.5,15.7,240.8,174.5,226.8,130.4,133,71.7,132,113.2,54.5,22.8,66.5,211.7,136.1,347.8,401.4,198.5,254.5,248.4,82.5,115.4,121.9,69.9,92.9,29.2,76.9,40.4,213.6,47.7,15.2,4.6,2.9,34.4,15.4,8.7,3.8
1998 Aug,211.9,83.3,89.9,69.1,47.8,8.1,7.2,253.4,9.3,4.6,11.9,19.1,25.7,12.7,13.4,15.3,8.2,66.4,55.1,65.5,26.2,32.4,250.6,15.5,223.3,160.7,221.6,124.6,141.6,77.8,118.9,105.8,52.5,20.2,63.3,198,125.4,323.4,382.3,182.2,212.7,255.5,79,113.9,117,67.1,85.1,28.1,70.1,42.1,205.6,42.1,10.6,4.4,2.9,32,13,7.1,3.7
1998 Sep,218.6,87.9,88.7,67.5,47.6,8.2,7.6,256.6,9.6,5.1,12.4,19.4,27,13.6,14.2,15,9.9,66.6,55.8,71.5,26.3,30.9,256.3,15.2,212.7,159.5,228.9,134.2,137.5,85.7,121.9,105.8,51.4,24,65,206.1,138.6,344.7,388.4,186.9,227.9,248,82.6,110.5,124.3,68.3,78.5,31.2,74.6,42,205.8,43.4,11.2,4.6,3,33.2,12.8,7.5,3.9
1998 Oct,223.4,80.3,94.5,71.8,51.8,8.6,7.7,260.7,10.1,4.5,12.4,21.5,29.6,14.9,16.3,16.1,9.2,77.7,67.9,77.7,28.5,37.3,276,15.9,216.2,172.2,262.5,136.9,146.6,81.6,122.7,115.5,52.1,24,74.6,226.9,140.6,367.5,434.7,197.4,251.6,268,81.9,121.4,131.8,74.1,92.9,34.9,83.2,45.1,238.4,48.3,12.1,5.2,3.3,34.6,13.5,7.4,4.2
1998 Nov,209.4,85.7,84.8,72.3,50.7,8.8,7.9,264.4,9.2,4.6,12,20.5,29.3,16.3,15.3,16.2,10.2,74.2,63.2,80.3,26.3,34.5,242.5,15.4,210.8,166.3,266.7,132.5,143.7,88.9,134.8,102,56.1,24.2,78.9,211.5,145,356.5,433,213.6,284.8,260.5,80.8,116.8,121,70,91.6,36,85.4,43.2,235.1,49.4,12,5.5,3.5,35,14.4,7.4,4.7
1998 Dec,247.8,102,109.9,98.5,60.4,11.7,10.9,333.2,10.8,5.4,12.8,26.2,41,18.7,17.2,18.8,15,85.5,71.5,98.4,30.1,37.2,269.9,19.8,325.7,180,279,150.9,160.1,139.4,206.7,114.8,83.3,38.9,110,333.9,199.1,533,459,316.6,498.8,284.2,88.9,124.1,168,78.8,129.7,51.2,120.2,50,299.6,69,20.8,9.9,5.8,46.5,22.3,11.6,7.7
1999 Jan,219.7,80,84.6,76.3,56.6,9.4,7.9,268.2,7.1,3.9,9.3,19.2,24.3,14.9,14,15.1,8.5,72.6,63.2,73.1,23.6,38.2,255.6,16,239.8,173.3,287.9,121.7,150.1,77.1,113.3,102.4,60.3,18.6,72.2,199.8,141.6,341.4,461.2,185.5,224.5,267.7,92.9,117.6,119.4,66.1,86,36.5,82.6,48.8,222.4,46.1,13.1,4.7,3.1,33.1,14.9,6.7,4.1
1999 Feb,206.9,83,80.7,67.6,51.1,10.4,9.2,260.3,7.1,4.2,9.1,20.4,20.8,16,13.8,14,7.9,63.6,58.1,66.2,23.4,28.4,222.6,15.8,207.5,149.6,270,117.8,139.1,67.5,107.5,91.1,50.3,15.7,61.5,167.4,111.9,279.3,419.6,169,185.9,248.6,81.4,109.4,99.9,60.5,90.9,30.4,69.7,42.5,215.1,39.3,12.5,4.3,2.9,31.2,14.1,6.4,3.9
1999 Mar,218.4,96.3,93.3,74.2,57.3,10.4,11.2,292.6,8,4.6,11.2,21.7,29.5,15.8,15.6,16.1,9.3,70.8,66.7,74.5,26.7,34.2,238.6,18.4,212,164.8,299.9,137.1,161.8,74.5,135,95.7,53.4,17.2,78.4,193.6,116.1,309.7,464.7,213.4,233.5,283.3,87.2,121.4,122.7,67.4,91.4,32.5,80,45.9,232.6,47.6,14.2,4.6,3.5,36.5,17.1,7.3,4.6
1999 Apr,226.4,83.9,100.1,71.1,50.7,9.5,11.3,262.8,7.4,4.6,11.4,17.9,33.1,14.9,15.3,15.5,10.4,70.1,57.4,70,27.1,32.3,232.8,14.9,219.4,158,312.6,128.5,170.1,73.8,144.5,93.5,51.4,17,76.5,227.1,133.2,360.3,470.6,221,236.6,285.6,84,115.5,121.8,61,89.7,30.6,80.1,47.7,217.1,49.5,13.5,4.6,3.4,33.9,14.3,8.7,4
1999 May,217,84.1,94,73.3,54.3,9.6,12.2,270.5,7.8,4.8,12,18.9,31.7,13.8,15.6,16.1,9.3,69.1,64.3,69.2,24.3,36.6,238.4,14.5,217.4,160.8,332.2,143.5,182.5,70.3,142.1,98.3,54.1,17.6,76.1,230.6,127.8,358.4,493,218.2,253.5,299.1,89.3,116.6,124.1,56.3,105.9,31.5,88.9,44.9,239.4,57.4,13.8,4.2,3.5,36,15.2,8.5,4.1
1999 Jun,215.4,84,92.7,72.4,49.9,9.3,11.1,263.2,8.1,4.7,11.9,18.4,31.9,15.9,14.3,16.3,9.2,64.5,62.9,69.2,23.2,33.7,241,14.5,224.8,157.3,286.7,142.7,179.9,75.2,147.1,94.7,56.1,17.9,76.6,219.2,114.6,333.8,444,223.7,220.4,295.2,91.3,115.3,131.8,54.7,105.1,29.5,81.6,44.5,237.2,52.2,14.8,4.6,3.2,36.3,16.4,8.2,4.2
1999 Jul,227.7,91.8,102.4,70,60.4,10.3,11.8,279.7,8.5,5.2,15.7,16.2,32.1,15.4,14.9,17.2,9.2,71.1,70.1,77,26.5,36.2,261.1,16,225.7,151.8,238.5,149.4,203.2,70,140,115.2,59.7,18.4,84.6,227.3,123.5,350.8,390.4,224.6,263.2,321.5,97.6,118.3,103.7,59.8,98.1,31.5,83.5,48,245.3,52,14.2,4.3,3.4,42.7,18,8.2,4.1
1999 Aug,223.5,89.4,98.5,68.1,59,9.4,11,271.2,8.4,5.3,13.1,15.4,28.2,15.2,14.9,17.1,8.2,69.8,62.6,78.5,23.8,38.1,255,15.8,232.7,159.6,247.4,148.7,210.9,76,140.1,109.5,58.1,18.1,78,224.6,122.1,346.7,407.1,218.1,221.3,331.3,92.4,120.4,102.3,57.3,105.9,31.7,77.5,46.1,247,45.9,15.2,4.4,3.4,38.5,16.4,8.6,4.3
1999 Sep,228.3,89.3,97.1,68.4,58.6,9.7,10.6,269.9,8.6,5.3,14.9,13.8,30.7,15.6,15,16.5,8.5,74,64,84.8,24.7,36.1,256.5,16.2,226.7,163.8,256.1,151.2,223.1,85.4,151.1,106.7,55.6,21.4,81.7,232.9,125.8,358.7,419.8,232.8,248.5,340.2,96.5,117.1,117.7,59.1,93.6,33.1,82.2,44.8,242.4,49.1,15.1,4.8,3.5,39.5,15,7.5,4.2
1999 Oct,230.6,82.2,98.2,67,61,9.8,12.1,270,8.8,5,20.7,18.7,32.1,15.3,14.8,15.8,7.8,76.5,75,94,32.1,42.7,286.8,16,233,166.1,258.7,167.6,219.8,87,152.1,132,58.5,18.9,90.9,246.9,128.6,375.5,424.8,243,259.3,345.6,96,125.8,120.4,66.5,91.2,36.8,93.2,65.1,260.2,56.4,14.7,4.9,3.5,46.9,16.4,7.8,4.3
1999 Nov,226,87.3,95.9,73.2,62.8,10.1,13.2,290.8,10.9,5,18,21.1,32.2,15.9,16.9,15.5,8.7,73.6,80.7,94.4,29,40,287,19.6,236.8,164.9,262,166.8,220.1,88.6,155.5,134.5,64.1,21.7,95.9,261.3,138.2,399.5,426.9,251.3,304.1,352.3,101.5,132.2,113.4,61.7,94,39.3,99.9,56.1,269.1,60.6,15.4,5.7,3.7,44.6,16.5,8.1,4.9
1999 Dec,284.5,108.2,126.4,100.2,74.7,12.8,17,369,12.3,6,20.5,24.2,46.9,18.6,15.2,19.3,13.7,81.9,80.3,116.3,34.4,43.6,312.3,28.5,349.3,164.4,312.4,178.7,251,141.7,231.9,151,77.7,30.4,125.2,396.3,195,591.3,476.9,357.1,528.1,392.1,109.2,141.2,163.4,70.7,125.9,50.9,136.6,65.3,322.5,85.7,22.7,9.8,5.9,56,22.7,12.6,7.4
2000 Jan,185.8,79.8,88.9,62,58.1,10.7,9.9,263.8,8.4,6.7,15.7,25.6,25.3,14.9,13.2,12,7.1,66.2,68.1,91.6,35.2,42.3,282.1,14.9,217.3,156.2,271.5,135.7,202.6,84.3,136.1,134.9,55.7,17,84.9,212.8,135.4,348.3,427.7,221,228,331.1,99.5,128.5,105.7,74.3,89.4,39.3,88.6,43.9,249.1,49.3,12.5,4.6,3.3,43,17.8,8.4,4.3
2000 Feb,183.1,84.8,88.2,55.9,64.5,11.4,10.7,271.7,8.1,6.5,16.3,25.4,21.1,14.3,13.5,11.9,6.7,66.8,68.2,83.6,31.4,34.6,266.1,16.2,221.5,142.6,259.4,110.6,189.6,72.7,121.2,137.6,53.8,16.4,67.7,172.9,117.1,290,402,188.9,195.9,295.7,81.7,106,77.1,65.5,92,39.9,85.1,41.3,243.8,45.2,12.9,4.3,3.4,42.4,17.2,7.1,3.9
2000 Mar,186.9,90.8,98.4,64,60.8,10.7,12.5,285.2,8.4,5.7,17.4,24.7,26.7,14.7,14.5,12.9,7.2,72.3,70.7,89.2,30.4,34.9,290.6,18.7,225.1,155.2,282.5,137.5,223,74,142.7,147.4,63,17.8,79.2,215.3,124.6,339.9,437.8,221.8,224.2,337.2,92.7,114.2,86,68.1,92.4,41.1,92.6,43.3,252.4,51.5,14.1,4.1,3.5,46.9,20.3,8.5,4.7
2000 Apr,176.9,81.2,85.2,52.7,49.2,9.4,11.2,244,7.3,6.2,15.9,23.7,27.5,15.3,15.2,12.2,7.4,64,54.7,88.8,29,34,270.4,13.8,205.4,161,277.6,126.2,182.7,70.8,148.6,131.4,49.3,15.4,79.4,218.5,119.5,338,438.5,228,260.6,283.7,85.7,100.9,95.8,74.9,88.8,39.4,99.3,34.6,232.3,59.9,16.7,4.7,3.6,42.6,16.7,9.8,4.2
2000 May,172.2,96.3,86.7,55.3,49,10,11.4,264.9,8.1,6.8,18.4,26.5,29.7,17.4,15,13.4,7.3,64.1,57.7,93,28.5,38.8,276.7,13.7,250.8,157.3,277.9,139.1,207.7,73.7,165.4,135.4,61.6,16.5,85.2,241.7,135.1,376.8,435.3,250.7,265.3,308.9,100.1,101.2,100,74.9,98.2,44.1,111.8,33.9,248.9,67.6,15.5,4.4,3.5,49.6,21,10,4.7
2000 Jun,176.8,84.2,85.3,55.5,47.8,9.8,11.5,251.2,7.6,7.7,24.3,25.6,33,22.3,17.1,12.9,8.1,67.4,77.6,99.1,28.5,44.8,269.5,13.8,301.9,163.3,270,177.2,207.7,82,183.4,137.9,73.7,18,94.6,269,145.2,414.1,433.3,278,298.6,306.3,131.8,98.6,121.7,74.6,107.7,45.7,123.2,29.8,284.4,77.5,16.6,4.5,4.1,61.1,24.5,10.8,5.4
2000 Jul,169.9,105.6,95.6,55.4,49.9,9.6,11.6,275.8,10.7,7.7,15.2,25.4,22.9,13.8,16.5,12.9,5.9,65.4,57.1,82,28.9,30.9,276.3,14.6,230.6,192.1,289,125,194.3,67.2,110.9,141.8,67,16.5,64.6,197.5,110.9,308.4,481,175.5,206.1,301.3,88.9,107,94.8,69.6,104.4,37.7,88.9,29.3,243.5,51.2,15.2,3.6,3.5,41.7,18.2,8.3,4.7
2000 Aug,171.9,99.2,98.3,57.5,48.2,10.1,12.2,272.5,11.3,7.7,15.5,26.3,23.7,15.8,16.6,14.1,5.9,69,57.2,90.1,32.1,35.6,273.4,14.9,246.7,191.6,289.4,138.2,202.5,74.9,120.1,139.6,66.6,17.3,70.8,207,113.9,321,481,190.9,240.2,307.6,92.5,105.1,100.5,72.5,106.8,41.7,95.3,30.2,254.1,53.6,16.1,4.1,3.6,43.2,19,7.2,5.1
